Vendor Name,Vendor ID,OTP Sent,Response Time (ms),Error Rate,Date,Country Code,Phone Number,Day,Response Time (s),Success Rate,Time Period,Vendor Performance,Failover Mechanism,Primary Vendor Failure Rate,Delay Time (s),Backup Vendor Success Rate,Retry Attempts,Device Type,Location,Network Latency (ms),Adjusted Response Time,Adjusted Success Rate,Vendor Priority,Operator
Vendor B,57ba2101-4e0b-4b07-9c5a-1c458ebca9d5,0,11285,0.034544285,1/26/2025,966,505653353,Sunday,11.285,0.196545572,1,Low,Switch to Backup Vendor,0.053889084,13.14336195,0.814958202,2,Mobile,Rural,218,0.389832253,0.185953911,2,STC
Vendor C,c1ddde38-b26f-4a93-8a84-f32c939f7030,1,1124,0.092920029,1/11/2025,966,578408662,Saturday,1.124,0.762831988,1,Medium,Delivered,0.144955245,1.309095155,0.814958202,0,Mobile,Rural,467,0.104442113,0.65225549,3,Virgin
Vendor A,b64eb7f0-4ee9-4f00-8e3e-3e73691ef0f6,0,4743,0.185321823,1/1/2025,966,562353306,Wednesday,4.743,0.181467818,0,Low,Switch to Backup Vendor,0.222386188,5.524055446,0.814958202,2,Mobile,Urban,498,0.878981408,0.141111881,1,Mobily
Vendor C,15b75d12-7716-4604-8c2c-4396c87a45aa,0,9379,0.052202075,1/12/2025,966,539649186,Sunday,9.379,0.194779792,1,Low,Switch to Backup Vendor,0.081435237,10.92349062,0.814958202,2,Tablet,Urban,244,0.489603263,0.178917854,3,STC
Vendor C,c14017b2-aa85-4736-9beb-d768e9acb8a3,1,7312,0.089845594,1/14/2025,966,583291303,Tuesday,7.312,0.764061762,0,Medium,Delivered,0.107814713,8.516106562,0.814958202,0,Mobile,Rural,153,0.656950986,0.681684662,3,Zain
Vendor A,162b175d-e56b-41b0-912a-d721ed45dd35,0,4169,0.111510294,1/28/2025,966,583275032,Tuesday,4.169,0.188848971,0,Low,Switch to Backup Vendor,0.133812353,4.855531764,0.814958202,2,Tablet,Urban,300,0.464886417,0.163578645,1,Zain
Vendor B,035e5ace-2e81-426d-8ead-12b1bb8ff202,1,6133,0.116457063,1/23/2025,966,573122249,Thursday,6.133,0.753417175,0,Medium,Delivered,0.139748476,7.142954259,0.814958202,2,Mobile,Suburban,489,0.71423117,0.648128273,2,Virgin
Vendor A,e119259e-bd33-4e3f-8cb5-70539381e575,1,2539,0.045623329,1/22/2025,966,545162333,Wednesday,2.539,0.781750668,1,Medium,Delivered,0.071172393,2.957110854,0.814958202,1,Mobile,Suburban,462,0.115837632,0.726111603,1,Mobily
Vendor C,a74b9322-775e-428c-a873-c060e2be0d84,0,11285,0.037269175,1/10/2025,966,574485499,Friday,11.285,0.196273083,0,Low,Switch to Backup Vendor,0.04472301,13.14336195,0.814958202,0,Tablet,Rural,228,0.420582638,0.18749516,3,Virgin
Vendor A,ef8ca0b4-666d-43aa-9ba0-d5ea5a94b93c,0,10349,0.091921828,1/17/2025,966,561673729,Friday,10.349,0.190807817,0,Low,Switch to Backup Vendor,0.110306194,12.05322577,0.814958202,1,Mobile,Rural,275,0.951298999,0.169760533,1,Mobily
Vendor A,70b1579f-76a4-40de-b158-62a4711da5c8,0,8509,0.166214003,1/7/2025,966,593264191,Tuesday,8.509,0.1833786,1,Low,Switch to Backup Vendor,0.259293844,9.910223022,0.814958202,1,Desktop,Suburban,241,1.414314949,0.135829658,1,Zain
Vendor B,3ba62423-0220-4d55-82d7-aaa76b65f2b7,1,14974,0.047877226,1/22/2025,966,590020608,Wednesday,14.974,0.78084911,0,Medium,Delivered,0.057452671,17.43984952,0.814958202,2,Mobile,Rural,248,0.71691358,0.735987243,2,Zain
Vendor B,1b7e4272-ffef-4492-ab06-7bd574996ea2,0,1424,0.128263712,1/8/2025,966,588758461,Wednesday,1.424,0.187173629,0,Low,Switch to Backup Vendor,0.153916455,1.658497777,0.814958202,0,Tablet,Rural,265,0.182647526,0.158364527,2,Zain
Vendor B,7c87088e-3bc4-4757-959d-c8f5df5457cd,1,8230,0.059464665,1/18/2025,966,571410357,Saturday,8.23,0.776214134,0,Medium,Delivered,0.071357598,9.585278584,0.814958202,1,Mobile,Suburban,320,0.489394195,0.720825358,2,Virgin
Vendor A,05422a5b-7ea7-4d1a-a4f3-2df8bceaa90a,1,6780,0.020034952,1/14/2025,966,535736901,Tuesday,6.78,0.791986019,1,Medium,Delivered,0.031254525,7.896499246,0.814958202,0,Desktop,Rural,117,0.135836974,0.767232872,1,STC
Vendor A,1ccfff71-42a9-42d7-b905-be8617042074,0,4598,0.107430437,1/23/2025,966,576931355,Thursday,4.598,0.189256956,0,Low,Switch to Backup Vendor,0.128916524,5.355177513,0.814958202,1,Tablet,Suburban,380,0.493965148,0.164858607,1,Virgin
Vendor C,faa46bf3-01ae-4d0e-8820-1e0356438aae,0,13991,0.025721392,1/16/2025,966,530551760,Thursday,13.991,0.197427861,0,Low,Switch to Backup Vendor,0.030865671,16.29497359,0.814958202,1,Mobile,Urban,467,0.359868,0.191334117,3,STC
Vendor B,d44e9934-3952-4948-bb80-73fd54844583,0,1097,0.157425939,1/18/2025,966,569559246,Saturday,1.097,0.184257406,1,Low,Switch to Backup Vendor,0.245584465,1.277648919,0.814958202,2,Mobile,Rural,149,0.172696255,0.13900665,2,Mobily
Vendor A,cddf7fa6-5f24-460e-94e8-71f926760e2e,1,6859,0.024523511,1/9/2025,966,504287458,Thursday,6.859,0.790190595,1,Medium,Delivered,0.038256678,7.988508603,0.814958202,0,Desktop,Rural,253,0.168206764,0.759960529,1,STC
Vendor A,3fa50a2c-3af0-49b8-8bcb-c45967499a1d,0,11982,0.062591311,1/18/2025,966,598791730,Saturday,11.982,0.193740869,1,Low,Switch to Backup Vendor,0.097642445,13.9551407,0.814958202,0,Mobile,Suburban,98,0.749969085,0.174823537,1,Zain
Vendor A,1e1cb25c-d984-41e3-916a-8c9dcb9f8b64,0,10865,0.111060185,1/19/2025,966,595672020,Sunday,10.865,0.188893982,1,Low,Switch to Backup Vendor,0.173253888,12.65419828,0.814958202,1,Desktop,Suburban,144,1.206668907,0.156167365,1,Zain
Vendor C,20452828-4314-40e5-bcc9-cc6556d75974,0,10994,0.179559237,1/9/2025,966,545131882,Thursday,10.994,0.182044076,1,Low,Switch to Backup Vendor,0.28011241,12.8044414,0.814958202,1,Mobile,Rural,125,1.97407425,0.131051271,3,Mobily
Vendor B,d76abaf4-6a57-4469-9471-e05c3931afa0,0,5701,0.08499573,1/26/2025,966,507109322,Sunday,5.701,0.191500427,0,Low,Switch to Backup Vendor,0.101994876,6.639814484,0.814958202,2,Tablet,Rural,174,0.484560658,0.171968365,2,STC
Vendor C,1a6fbc1c-85fb-46b4-8abe-cda9e2e20908,0,10587,0.109938137,1/12/2025,966,560159815,Sunday,10.587,0.189006186,0,Low,Switch to Backup Vendor,0.131925764,12.33041851,0.814958202,0,Mobile,Rural,336,1.163915051,0.164071401,3,Mobily
Vendor A,3efe2828-dfcc-43ae-af14-8cdab5fc1af7,0,1717,0.116663461,1/2/2025,966,588243566,Thursday,1.717,0.188333654,0,Low,Switch to Backup Vendor,0.139996153,1.999747671,0.814958202,2,Tablet,Rural,228,0.200311162,0.161967667,1,Zain
Vendor A,bbe0d4a9-0d23-4157-8164-7216cec4e00c,1,11756,0.129431725,1/10/2025,966,543828003,Friday,11.756,0.74822731,0,Medium,Delivered,0.15531807,13.69192406,0.814958202,1,Desktop,Suburban,186,1.521599359,0.632014088,1,Mobily
Vendor A,07bef12d-c52c-4daa-a141-5edc80bf1502,1,9996,0.184237146,1/28/2025,966,574786208,Tuesday,9.996,0.726305142,0,Medium,Delivered,0.221084575,11.64209535,0.814958202,2,Tablet,Suburban,265,1.841634509,0.565730278,1,Virgin
Vendor A,02bdbd02-51ae-4fa0-9c5b-b7203a5c0ff0,0,5955,0.197784821,1/5/2025,966,571070052,Sunday,5.955,0.180221518,1,Low,Switch to Backup Vendor,0.308544321,6.935642037,0.814958202,0,Tablet,Suburban,231,1.177808612,0.124615192,1,Virgin
Vendor B,9016afe5-1627-4b1c-a7a7-2da143f78880,1,9773,0.148018682,1/26/2025,966,539001051,Sunday,9.773,0.740792527,1,Medium,Delivered,0.230909145,11.38237273,0.814958202,1,Mobile,Suburban,383,1.446586584,0.569736758,2,STC
Vendor B,4cb22928-763b-4715-ae0a-8dd93515cbf9,0,9414,0.108858655,1/21/2025,966,567406293,Tuesday,9.414,0.189114135,1,Low,Switch to Backup Vendor,0.169819501,10.96425426,0.814958202,0,Mobile,Suburban,134,1.024795374,0.156998867,2,Mobily
Vendor A,bf081075-cedf-4c47-ad73-9f3aa4085b41,0,8567,0.05168725,1/27/2025,966,577506104,Monday,8.567,0.194831275,1,Low,Switch to Backup Vendor,0.08063211,9.977774195,0.814958202,1,Desktop,Suburban,278,0.442804669,0.179121618,1,Virgin
Vendor A,e56011d3-0633-43be-9517-25e99df30df1,1,5432,0.105438517,1/1/2025,966,571628546,Wednesday,5.432,0.757824593,1,Medium,Delivered,0.164484087,6.3265168,0.814958202,2,Mobile,Rural,126,0.572742026,0.633174507,1,Virgin
Vendor C,05870175-cfed-4f94-b700-caa4e383c326,1,6335,0.030755223,1/10/2025,966,593127944,Friday,6.335,0.787697911,0,Medium,Delivered,0.036906267,7.378218691,0.814958202,0,Desktop,Urban,435,0.194834336,0.758626921,3,Zain
Vendor C,bf50fc45-c014-44c1-af27-cb43559498b0,0,1631,0.063676285,1/22/2025,966,550179163,Wednesday,1.631,0.193632372,1,Low,Switch to Backup Vendor,0.099335005,1.899585586,0.814958202,1,Tablet,Suburban,316,0.103856021,0.174397899,3,STC
Vendor C,9b06a70e-62c0-4bd6-a821-7ab35d79e8c4,1,4071,0.127390258,1/27/2025,966,582709364,Monday,4.071,0.749043897,0,Medium,Delivered,0.15286831,4.741393574,0.814958202,1,Desktop,Urban,178,0.518605742,0.634538822,3,Zain
Vendor A,de34c220-bc3a-46cc-8d4a-c02f433740d7,1,12307,0.195431188,1/2/2025,966,574189274,Thursday,12.307,0.721827525,0,Medium,Delivered,0.234517426,14.33366021,0.814958202,1,Mobile,Suburban,230,2.405171636,0.552546391,1,Virgin
Vendor B,042992d7-9b39-450c-b57d-d58717c87396,0,1900,0.079514278,1/14/2025,966,589700318,Tuesday,1.9,0.192048572,1,Low,Switch to Backup Vendor,0.124042274,2.21288327,0.814958202,1,Mobile,Suburban,166,0.151077129,0.168226431,2,Zain
Vendor A,16b3584e-2732-41da-b6be-dceaf3ae4b5f,0,13411,0.112485447,1/17/2025,966,534822107,Friday,13.411,0.188751455,0,Low,Switch to Backup Vendor,0.134982536,15.61946186,0.814958202,0,Desktop,Suburban,383,1.508542325,0.163273305,1,STC
Vendor A,03dcbfe7-a85c-4f1c-b9a1-0ccae3636d60,1,8788,0.03751091,1/8/2025,966,589041900,Wednesday,8.788,0.784995636,1,Medium,Delivered,0.05851702,10.23516746,0.814958202,2,Desktop,Rural,237,0.329645881,0.73906003,1,Zain
Vendor A,4cb7ed79-58d0-4c63-832e-e6e1c346cbb9,1,2324,0.011696108,1/15/2025,966,594219575,Wednesday,2.324,0.795321557,0,Medium,Delivered,0.014035329,2.706705641,0.814958202,0,Mobile,Suburban,179,0.027181754,0.784158957,1,Zain
Vendor B,82f42252-2a1a-45af-93db-4de5061ab68a,1,4624,0.012832475,1/25/2025,966,563012474,Saturday,4.624,0.79486701,1,Medium,Delivered,0.020018661,5.385459073,0.814958202,2,Mobile,Suburban,349,0.059337363,0.778954837,2,Mobily
Vendor C,49f73627-89ad-427d-8edb-aae67c18c05d,0,12363,0.071496001,1/16/2025,966,564019271,Thursday,12.363,0.1928504,0,Low,Switch to Backup Vendor,0.085795202,14.39888203,0.814958202,1,Tablet,Urban,495,0.883905065,0.176304761,3,Mobily
Vendor C,10c1afd2-085e-4a9b-820b-dbe64c7ae351,1,12381,0.031744307,1/9/2025,966,566878448,Thursday,12.381,0.787302277,0,Medium,Delivered,0.038093169,14.41984619,0.814958202,2,Tablet,Urban,302,0.393026269,0.757311439,3,Mobily
Vendor C,409839b0-6147-4f08-8230-c5e73f696b8f,0,6948,0.014946064,1/8/2025,966,582263674,Wednesday,6.948,0.198505394,0,Low,Switch to Backup Vendor,0.017935277,8.092164715,0.814958202,2,Tablet,Rural,196,0.103845251,0.194945145,3,Zain
Vendor C,33e7b9d1-49b3-4df4-bedc-f04b0afacad8,0,5748,0.046816995,1/13/2025,966,592175027,Monday,5.748,0.1953183,1,Low,Switch to Backup Vendor,0.073034512,6.694554228,0.814958202,1,Mobile,Urban,130,0.269104088,0.181053324,3,Zain
Vendor C,2608c55d-b5fe-457b-a673-715ae252d053,0,7449,0.184323488,1/7/2025,966,570879266,Tuesday,7.449,0.181567651,1,Low,Switch to Backup Vendor,0.287544641,8.675667092,0.814958202,2,Mobile,Urban,131,1.373025661,0.129358846,3,Virgin
Vendor C,6e1114f9-9b34-4acd-83e0-162df3fa9fe6,0,3629,0.138792964,1/22/2025,966,577534753,Wednesday,3.629,0.186120704,0,Low,Switch to Backup Vendor,0.166551557,4.226607045,0.814958202,2,Desktop,Urban,172,0.503679666,0.155122011,3,Virgin
Vendor A,45d5567f-80e0-44bf-9be2-91812efa9f96,1,4411,0.179249479,1/6/2025,966,587086439,Monday,4.411,0.728300208,0,Medium,Delivered,0.215099375,5.137383212,0.814958202,2,Mobile,Urban,305,0.790669453,0.571643288,1,Zain
Vendor B,a88c231f-103d-48d2-ad88-4fbecb7785f1,1,7283,0.054113014,1/7/2025,966,595497269,Tuesday,7.283,0.778354794,1,Medium,Delivered,0.084416302,8.482330975,0.814958202,1,Mobile,Suburban,306,0.394105082,0.712648961,2,Zain
Vendor B,28642ac4-78dd-47cf-b928-286539c92cd1,1,5233,0.081693152,1/3/2025,966,537463128,Friday,5.233,0.767322739,0,Medium,Delivered,0.098031783,6.094746395,0.814958202,2,Mobile,Rural,205,0.427500267,0.692100723,2,STC
Vendor C,a4e7bc9e-8f86-42d0-9f9a-c7d8889e8bbd,0,11809,0.111858707,1/26/2025,966,578436907,Sunday,11.809,0.188814129,1,Low,Switch to Backup Vendor,0.174499583,13.75365186,0.814958202,1,Desktop,Urban,334,1.320939468,0.155866143,3,Virgin
Vendor B,b763c18a-4180-43ea-8162-2cc850d3ee6a,1,9401,0.152975054,1/10/2025,966,509362632,Friday,9.401,0.738809979,1,Medium,Delivered,0.238641084,10.94911348,0.814958202,0,Mobile,Rural,400,1.43811848,0.562499565,2,STC
Vendor B,0c51b9bf-d0d1-42c9-a9cf-9f1bce6f35fa,1,12394,0.116110687,1/16/2025,966,505171359,Thursday,12.394,0.753555725,0,Medium,Delivered,0.139332824,14.43498697,0.814958202,1,Mobile,Rural,430,1.439075849,0.648560678,2,STC
Vendor B,a24f1be3-b8f4-437a-8a08-f33f53e978ca,0,6923,0.092008445,1/14/2025,966,575592742,Tuesday,6.923,0.190799156,0,Low,Switch to Backup Vendor,0.110410134,8.063047829,0.814958202,2,Mobile,Suburban,232,0.636974463,0.169732995,2,Virgin
Vendor C,dbf4e763-074f-41a8-850d-01b8f2f192d9,1,9770,0.147346988,1/13/2025,966,592262216,Monday,9.77,0.741061205,0,Medium,Delivered,0.176816385,11.37887871,0.814958202,2,Desktop,Rural,172,1.439580072,0.610029441,3,Zain
Vendor B,201df946-9a81-434a-acbb-618ccca5e984,0,7415,0.167101369,1/2/2025,966,592600220,Thursday,7.415,0.183289863,0,Low,Switch to Backup Vendor,0.200521643,8.636068129,0.814958202,2,Desktop,Suburban,327,1.23905665,0.146536279,2,Zain
Vendor C,19003614-5704-4ce2-b2c6-949e4377eea2,1,10724,0.177758305,1/9/2025,966,595225219,Thursday,10.724,0.728896678,1,Medium,Delivered,0.277302956,12.48997904,0.814958202,2,Desktop,Rural,57,1.906280067,0.526771474,3,Zain
Vendor B,d6213089-40e8-4d6c-b933-61070658ba19,1,13056,0.168842043,1/15/2025,966,549883602,Wednesday,13.056,0.732463183,0,Medium,Delivered,0.202610451,15.20600209,0.814958202,1,Tablet,Rural,369,2.204401711,0.584058487,2,Mobily
Vendor C,5d1801ad-f48c-469f-8260-ed70b1cc590d,1,9059,0.187983435,1/6/2025,966,573022583,Monday,9.059,0.724806626,0,Medium,Delivered,0.225580122,10.55079449,0.814958202,2,Desktop,Rural,219,1.702941939,0.561304659,3,Virgin
Vendor B,5777cef2-7e34-45f5-bd69-4463fa751058,0,10792,0.107319544,1/25/2025,966,576737642,Saturday,10.792,0.189268046,1,Low,Switch to Backup Vendor,0.167418489,12.56917697,0.814958202,1,Tablet,Suburban,338,1.158192518,0.157581075,2,Virgin
Vendor B,678d26bc-5169-43c1-a4a9-f40290557ad4,1,3399,0.048579875,1/7/2025,966,566543969,Tuesday,3.399,0.78056805,1,Medium,Delivered,0.075784605,3.958731702,0.814958202,0,Tablet,Urban,133,0.165122995,0.721413009,2,Mobily
Vendor B,ef17a60b-a659-4efc-a86e-9101ab2b0ad6,0,3611,0.17044902,1/24/2025,966,561363116,Friday,3.611,0.182955098,0,Low,Switch to Backup Vendor,0.204538825,4.205642888,0.814958202,1,Tablet,Urban,461,0.615491413,0.145533677,2,Mobily
Vendor C,7c579181-99ba-4473-b392-008fc7959b02,0,13501,0.074063151,1/22/2025,966,596239714,Wednesday,13.501,0.192593685,0,Low,Switch to Backup Vendor,0.088875781,15.72428264,0.814958202,0,Mobile,Rural,93,0.999926597,0.175476771,3,Zain
Vendor A,a7c92398-3607-4475-ac20-640469a4c39d,0,13834,0.080483427,1/1/2025,966,567504221,Wednesday,13.834,0.191951657,0,Low,Switch to Backup Vendor,0.096580112,16.11211955,0.814958202,1,Desktop,Urban,335,1.11340773,0.173412945,1,Mobily
Vendor C,188c8e96-89ff-4c13-91cd-3f2a1d8d7bd9,0,4299,0.036543863,1/1/2025,966,576889795,Wednesday,4.299,0.196345614,1,Low,Switch to Backup Vendor,0.057008427,5.006939566,0.814958202,2,Tablet,Rural,266,0.157102068,0.185152259,3,Virgin
Vendor B,4d6b9ded-c94f-4972-baab-594ae02fdc11,0,14139,0.158578218,1/11/2025,966,564329837,Saturday,14.139,0.184142178,0,Low,Switch to Backup Vendor,0.190293862,16.46734555,0.814958202,1,Desktop,Urban,181,2.242137427,0.149101052,2,Mobily
Vendor A,6c69ea48-c164-4c65-a48c-f1b18bd8c3b6,1,11939,0.169096088,1/20/2025,966,537161464,Monday,11.939,0.732361565,0,Medium,Delivered,0.202915305,13.90505966,0.814958202,0,Desktop,Urban,80,2.018838193,0.583754194,1,STC
Vendor A,83b423a3-50ef-4e23-bd78-5ffa337d8c1d,1,10431,0.01297958,1/19/2025,966,557700284,Sunday,10.431,0.794808168,0,Medium,Delivered,0.015575496,12.14872915,0.814958202,2,Desktop,Rural,378,0.135389997,0.782428637,1,STC
Vendor B,be7b0585-a3b1-4f35-abb7-78089962d3df,0,8350,0.110686348,1/19/2025,966,578112532,Sunday,8.35,0.188931365,1,Low,Switch to Backup Vendor,0.172670703,9.725039632,0.814958202,0,Mobile,Suburban,401,0.924231005,0.156308454,2,Virgin
Vendor C,7e293236-0a1b-446b-8c83-d6863f6b30cf,0,9553,0.16407662,1/16/2025,966,546919081,Thursday,9.553,0.183592338,1,Low,Switch to Backup Vendor,0.255959527,11.12614414,0.814958202,2,Desktop,Suburban,170,1.567423948,0.13660013,3,Mobily
Vendor C,f412262b-6e5f-492d-80b4-bddb73d4800d,0,4129,0.17231379,1/9/2025,966,540357447,Thursday,4.129,0.182768621,1,Low,Switch to Backup Vendor,0.268809512,4.808944748,0.814958202,0,Tablet,Suburban,295,0.711483639,0.133638677,3,Mobily
Vendor A,414cce6f-c9b1-4190-a4e8-119d1e513848,1,7452,0.167516033,1/24/2025,966,539389113,Friday,7.452,0.732993587,0,Medium,Delivered,0.201019239,8.679161119,0.814958202,0,Mobile,Urban,306,1.248329476,0.585647774,1,STC
Vendor C,85a2965e-ad36-47d7-b548-5c72d2b4b31e,0,11928,0.086163594,1/22/2025,966,585512205,Wednesday,11.928,0.191383641,1,Low,Switch to Backup Vendor,0.134415207,13.89224823,0.814958202,0,Mobile,Rural,121,1.02775935,0.165658769,3,Zain
Vendor A,f103f9dd-cb8f-41c9-928b-e13c66854f80,0,3014,0.097456181,1/21/2025,966,545106864,Tuesday,3.014,0.190254382,0,Low,Switch to Backup Vendor,0.116947417,3.510331671,0.814958202,0,Mobile,Urban,209,0.29373293,0.168004623,1,Mobily
Vendor B,0ffc05e7-c8be-45de-ba7b-5b8652a610c6,1,10699,0.149695384,1/10/2025,966,584145910,Friday,10.699,0.740121847,1,Medium,Delivered,0.233524798,12.46086216,0.814958202,2,Tablet,Rural,194,1.601590908,0.567285042,2,Zain
Vendor C,adc808fc-6eb2-4341-a252-475aa396d8d7,1,10193,0.16881876,1/26/2025,966,558467104,Sunday,10.193,0.732472496,1,Medium,Delivered,0.263357266,11.8715364,0.814958202,2,Tablet,Urban,64,1.720769624,0.539570542,3,STC
Vendor A,d9584af0-6e7a-43e0-959a-745e2a77ff0d,1,2994,0.118177658,1/15/2025,966,553138938,Wednesday,2.994,0.752728937,1,Medium,Delivered,0.184357146,3.487038163,0.814958202,1,Tablet,Urban,446,0.353823908,0.613957978,1,STC
Vendor A,6bbc3044-a699-4b86-a0b1-46349d078054,1,4442,0.184779158,1/5/2025,966,570461762,Sunday,4.442,0.726088337,0,Medium,Delivered,0.221734989,5.173488149,0.814958202,1,Desktop,Suburban,337,0.820789019,0.565089147,1,Virgin
Vendor A,eeb1d158-a028-4428-a58f-68f247f5515a,1,6071,0.076252994,1/24/2025,966,535107479,Friday,6.071,0.769498802,1,Medium,Delivered,0.118954671,7.070744384,0.814958202,1,Mobile,Urban,146,0.462931929,0.677963325,1,STC
Vendor C,6bc12dd1-9d35-4357-9d29-55aa9f968ffe,0,13830,0.175216946,1/24/2025,966,500963564,Friday,13.83,0.182478305,1,Low,Switch to Backup Vendor,0.273338435,16.10746085,0.814958202,1,Tablet,Urban,130,2.423250357,0.132599971,3,STC
Vendor C,c44422d7-96e7-441d-b813-9fc052a9bb38,1,5641,0.171732046,1/27/2025,966,546897837,Monday,5.641,0.731307181,1,Medium,Delivered,0.267901992,6.56993396,0.814958202,1,Desktop,Rural,497,0.968740473,0.535388531,3,Mobily
Vendor C,016058b9-3f1a-4b0b-8870-33bfc000edba,1,9994,0.081782379,1/7/2025,966,576909625,Tuesday,9.994,0.767287049,0,Medium,Delivered,0.098138854,11.639766,0.814958202,0,Desktop,Rural,373,0.817333092,0.691986377,3,Virgin
Vendor A,e177b4f4-ebc6-4e18-9ae3-20c70bec0e84,0,14302,0.197707087,1/22/2025,966,542178152,Wednesday,14.302,0.180229291,0,Low,Switch to Backup Vendor,0.237248504,16.65718764,0.814958202,2,Desktop,Urban,448,2.827606755,0.137470162,1,Mobily
Vendor B,a52d8a5c-53eb-4d6e-8e74-de1e45592b28,1,13994,0.143859685,1/11/2025,966,506245480,Saturday,13.994,0.742456126,0,Medium,Delivered,0.172631621,16.29846762,0.814958202,0,Tablet,Suburban,435,2.013172425,0.614284721,2,STC
Vendor A,4c6936cc-32c0-4bc6-9f9c-3aaf39464728,0,7679,0.025348305,1/4/2025,966,549024057,Saturday,7.679,0.19746517,1,Low,Switch to Backup Vendor,0.039543355,8.943542436,0.814958202,1,Desktop,Rural,343,0.194649631,0.189656734,1,Mobily
Vendor B,3387fa2b-809e-489b-8dcb-64b1076ff8e1,1,6513,0.029989671,1/13/2025,966,576544856,Monday,6.513,0.788004132,1,Medium,Delivered,0.046783887,7.585530913,0.814958202,0,Desktop,Rural,383,0.195322727,0.751138236,2,Virgin
Vendor C,35af2428-f64c-44b8-97b0-7fcb07565c65,0,5212,0.044016943,1/21/2025,966,501124298,Tuesday,5.212,0.195598306,1,Low,Switch to Backup Vendor,0.068666431,6.070288211,0.814958202,2,Mobile,Suburban,471,0.229416307,0.182167268,3,STC
Vendor A,a6e65fdd-46f7-4d92-9197-db844b2e302f,1,10947,0.041750341,1/5/2025,966,565140606,Sunday,10.947,0.783299864,0,Medium,Delivered,0.050100409,12.74970166,0.814958202,2,Tablet,Rural,84,0.457040982,0.74405622,1,Mobily
Vendor B,a8f80212-e206-4df7-afd2-17915574fa5a,0,4038,0.177398485,1/24/2025,966,533086630,Friday,4.038,0.182260152,1,Low,Switch to Backup Vendor,0.276741636,4.702959286,0.814958202,2,Tablet,Suburban,163,0.716335082,0.131821179,2,STC
Vendor B,13f04f26-51cb-487b-adf7-46fb5518cc37,0,14711,0.182347533,1/12/2025,966,500255179,Sunday,14.711,0.181765247,0,Low,Switch to Backup Vendor,0.218817039,17.13353988,0.814958202,2,Mobile,Suburban,404,2.682514552,0.141991914,2,STC
Vendor C,15e8218c-ce40-4eb8-bdf8-2ae443e85716,0,5608,0.070725739,1/5/2025,966,504600853,Sunday,5.608,0.192927426,0,Low,Switch to Backup Vendor,0.084870887,6.531499672,0.814958202,2,Desktop,Suburban,243,0.396629944,0.176553504,3,STC
Vendor B,7982143c-34c4-4463-98b2-1d320f6b5553,1,4364,0.072135265,1/9/2025,966,588653086,Thursday,4.364,0.771145894,0,Medium,Delivered,0.086562318,5.082643468,0.814958202,0,Desktop,Rural,216,0.314798295,0.704393718,2,Zain
Vendor A,e332463c-00f0-4cbb-bd79-86b57a65cb26,0,1571,0.056573197,1/13/2025,966,503050774,Monday,1.571,0.19434268,0,Low,Switch to Backup Vendor,0.067887836,1.829705061,0.814958202,1,Tablet,Urban,282,0.088876492,0.181149176,1,STC
Vendor A,ea3128f9-be1c-4ee0-9641-93c6761a5b14,0,8550,0.079119371,1/13/2025,966,595627711,Monday,8.55,0.192088063,0,Low,Switch to Backup Vendor,0.094943245,9.957974713,0.814958202,1,Desktop,Suburban,222,0.676470622,0.173850599,1,Zain
Vendor A,22e6f217-0af2-4caa-8679-a38c8b80b670,0,6540,0.195436772,1/17/2025,966,599858179,Friday,6.54,0.180456323,1,Low,Switch to Backup Vendor,0.304881365,7.616977149,0.814958202,2,Mobile,Suburban,289,1.278156491,0.125438553,1,Zain
Vendor A,62750265-a3f5-493a-8ca6-546278fd24ea,1,2370,0.039349902,1/12/2025,966,571699453,Sunday,2.37,0.784260039,0,Medium,Delivered,0.047219882,2.76028071,0.814958202,1,Desktop,Suburban,212,0.093259267,0.747227373,1,Virgin
